id,idade,genero,escolaridade,cor_pele,renda_familiar,renda_sabe,pessoas_casa,con_1,con_2,con_3,con_4,con_5,con_6,linguagem_programacao,horas_eletronicos_dia,conhecimento_info_total,scr_itens_casa,suporte_escolar_total,autocons,autogest_mot,cons_soc,tom_dec,mindset_sum,tpcr_total
525,"15,00",1,4,3,2,"1,00",3,"0,00","0,00","0,00","0,00","1,00","0,00","0,00","7,00","1,00","14,00",#NULL!,"3,75","3,67","3,50","3,33","4,50","9,00"
529,"15,00",1,4,6,2,"1,00",6,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","8,00","2,00","10,00","4,67","4,50","4,67","4,17","4,00","4,00","6,00"
535,"14,00",1,3,2,2,"1,00",1,"1,00","0,00","1,00","1,00","1,00","1,00","0,00","7,00","5,00","11,00",#NULL!,"4,00","3,67","3,67","3,00","4,75","7,00"
553,"14,00",1,3,2,2,"1,00",3,"0,00","0,00","0,00","0,00","1,00","0,00","0,00",#NULL!,"1,00","6,00","3,00","4,00","4,00","4,33","3,00","4,00",#NULL!
587,"13,00",1,3,4,2,"1,00",5,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","15,00","4,00","10,00","2,67","4,00","4,00","4,00","3,67","5,00",#NULL!
614,"11,00",1,1,4,2,"1,00",1,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","7,00","6,00","6,00",#NULL!,"4,50","4,67","4,50","4,00","6,50",#NULL!
615,"11,00",1,1,4,2,"1,00",1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"8,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
616,"12,00",1,2,4,2,"1,00",1,"0,00","0,00","0,00","1,00","1,00","1,00","0,00","1,00","3,00","19,00","2,00",#NULL!,"4,33","4,50","4,33","4,00","7,00"
680,"15,00",1,4,4,2,"1,00",3,"1,00","1,00","1,00","1,00","1,00","1,00","1,00",#NULL!,"7,00","8,00",#NULL!,#NULL!,"3,67","4,00","3,67","4,50",#NULL!
713,"11,00",1,1,4,2,"1,00",3,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","12,00","7,00","11,00",#NULL!,"3,75","5,00","4,00","4,00","6,00",#NULL!
725,"12,00",1,1,6,2,"1,00",3,"1,00","0,00","1,00","1,00","1,00","1,00","1,00","3,00","6,00","15,00",#NULL!,"3,75","3,67",#NULL!,"3,00",#NULL!,"4,00"
757,"11,00",1,1,4,2,"1,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","2,00","2,00","4,00",#NULL!,"3,75","4,67",#NULL!,"4,00","6,00",#NULL!
762,"11,00",1,1,6,2,"1,00",2,"0,00","0,00","1,00","0,00","0,00","0,00","1,00","5,00","2,00","9,00",#NULL!,"4,25","4,67",#NULL!,"4,00","7,00","7,00"
799,"14,00",1,4,4,2,"1,00",4,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","6,00","4,00","10,00",#NULL!,"2,75","2,67","4,17","4,00","6,25",#NULL!
803,"15,00",1,4,2,2,"1,00",1,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","15,00","2,00","10,00",#NULL!,"3,75","5,00",#NULL!,"3,33","5,75",#NULL!
804,"11,00",1,1,4,2,"1,00",2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","1,00","2,00","9,00",#NULL!,"2,50",#NULL!,"4,00","4,00","4,25",#NULL!
356,"15,00",#NULL!,4,4,1,"1,00",2,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","12,00",#NULL!,"5,00","5,00","4,00","4,67","5,50","7,00"
348,"15,00",#NULL!,2,2,1,"1,00",4,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","2,00","1,00","8,00",#NULL!,"4,00","4,67","4,00","3,67","4,75","6,00"
458,"14,00",#NULL!,4,3,1,"1,00",5,"0,00","0,00","0,00","1,00","1,00","1,00","0,00",#NULL!,"3,00","10,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
100,"13,00",2,1,2,1,"1,00",4,"1,00","0,00","0,00","0,00","1,00","0,00","1,00","2,00","3,00","6,00",#NULL!,"3,25","3,67","3,17","4,00","5,00",#NULL!
182,"12,00",2,2,4,1,"1,00",4,"1,00","0,00","0,00","0,00","0,00","0,00","0,00",#NULL!,"1,00","9,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
207,"15,00",2,4,2,1,"1,00",3,"1,00","1,00","1,00","0,00","0,00","0,00","0,00","3,00","3,00","13,00",#NULL!,"3,75","4,33","4,00","4,00","4,00","7,00"
208,"11,00",2,1,2,1,"1,00",1,"0,00","0,00","0,00","1,00","1,00","0,00","0,00",#NULL!,"2,00","4,00",#NULL!,"4,00","4,33","3,83","3,00","4,00","10,00"
243,"14,00",2,2,2,1,"1,00",4,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","4,00","3,00","4,00",#NULL!,"4,00","4,67","4,17","3,33","5,75","7,00"
379,"11,00",2,1,5,1,"1,00",2,"1,00","1,00","0,00","0,00","0,00","0,00","1,00",#NULL!,"3,00","17,00",#NULL!,"3,75","3,67","3,83","3,00","5,00","7,00"
398,"12,00",2,2,2,1,"1,00",4,"0,00","1,00","1,00","1,00","1,00","0,00","1,00","5,00","5,00","12,00",#NULL!,"3,75","5,00","4,17","3,67","5,25",#NULL!
628,"12,00",2,2,4,1,"1,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","5,00","3,00","16,00","3,33","4,50","3,67","3,83",#NULL!,"6,50",#NULL!
643,"11,00",2,1,2,1,"1,00",3,"1,00","0,00","0,00","0,00","1,00","0,00","1,00","1,00","3,00","5,00",#NULL!,"3,00","4,33","4,33","4,00","5,50",#NULL!
653,"11,00",2,1,2,1,"1,00",1,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","10,00","4,00","17,00",#NULL!,"3,75","4,33","3,50","3,00","5,25",#NULL!
681,"15,00",2,3,4,1,"1,00",1,"0,00","0,00","0,00","0,00","1,00","0,00","0,00","2,00","1,00","3,00","3,33","4,75","5,00",#NULL!,"5,00","5,75","9,00"
809,"12,00",2,2,6,1,"1,00",5,"1,00","0,00","0,00","0,00","0,00","0,00","0,00",#NULL!,"1,00","7,00",#NULL!,"4,50","3,33","4,00","3,33","6,00",#NULL!
816,"15,00",2,4,6,1,"1,00",4,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","6,00","3,00","9,00","4,33","4,25","4,33","3,67","3,67","6,00",#NULL!
7,"11,00",1,1,5,1,"1,00",2,"1,00","0,00","1,00","1,00","1,00","1,00","0,00","2,00","5,00","14,00",#NULL!,"3,25","4,00","3,33","2,67","4,50","7,00"
38,"12,00",1,2,4,1,"1,00",4,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","3,00","1,00","11,00","1,67","3,75","2,67","4,17","3,67","3,50",#NULL!
49,"11,00",1,1,5,1,"1,00",3,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","4,00","5,00","8,00",#NULL!,"3,25","4,33","3,67","4,00","5,75",#NULL!
53,"12,00",1,1,4,1,"1,00",2,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","11,00","6,00","12,00",#NULL!,"5,00","5,00","4,33",#NULL!,"7,00","15,00"
96,"13,00",1,3,2,1,"1,00",5,"1,00","0,00","1,00","1,00","1,00","0,00","1,00",#NULL!,"5,00","8,00",#NULL!,"4,75","5,00","4,00","5,00","6,50","14,00"
97,"14,00",1,3,2,1,"1,00",5,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","1,00","2,00","3,00",#NULL!,"3,25","4,00","4,83",#NULL!,"5,00","6,00"
156,"11,00",1,1,6,1,"1,00",3,"1,00","0,00","0,00","0,00","1,00","0,00","1,00","7,00","3,00","8,00",#NULL!,"4,25","3,67",#NULL!,"4,00","5,50",#NULL!
176,"13,00",1,3,2,1,"1,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","1,00","2,00","7,00","3,67","4,00","4,33","3,83","4,33","5,75",#NULL!
180,"15,00",1,4,2,1,"1,00",5,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","10,00","5,00","8,00","3,33","4,75","4,00","3,50","4,33","5,00",#NULL!
284,"12,00",1,1,2,1,"1,00",3,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","2,00","3,00","8,00",#NULL!,"4,25","4,00","4,33","4,33","6,00",#NULL!
335,"14,00",1,2,6,1,"1,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","5,00","2,00","4,00","3,33","3,75","4,00","3,33","2,67","3,50","6,00"
359,"13,00",1,3,2,1,"1,00",1,"1,00","0,00","0,00","0,00","0,00","0,00","1,00","8,00","2,00","6,00",#NULL!,"3,25","3,33","3,67","3,33","5,00",#NULL!
362,"13,00",1,2,2,1,"1,00",3,"0,00","1,00","0,00","1,00","1,00","0,00","0,00","4,00","3,00","12,00",#NULL!,"4,75","4,00","4,67","3,00","5,50","16,00"
407,"13,00",1,3,2,1,"1,00",4,"1,00","0,00","0,00","1,00","1,00","0,00","1,00","4,00","4,00","11,00",#NULL!,"4,50","3,67","4,33","4,33","5,50","13,00"
474,"14,00",1,4,2,1,"1,00",4,"0,00","0,00","0,00","1,00","1,00","0,00","1,00","15,00","3,00","8,00",#NULL!,"4,00","3,67","4,00","4,67","5,75","9,00"
526,"13,00",1,3,4,1,"1,00",6,"1,00","0,00","0,00","0,00","0,00","0,00","0,00",#NULL!,"1,00","9,00",#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
733,"12,00",1,1,2,1,"1,00",4,"0,00","1,00","0,00","1,00","1,00","0,00","1,00","1,00","4,00","10,00","3,33","5,00","4,67","4,67","5,00","6,25",#NULL!
755,"12,00",1,2,6,1,"1,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","4,00","4,00","8,00","3,33","4,50","5,00","4,17","4,00","6,50","11,00"
779,"11,00",1,1,2,1,"1,00",4,"0,00","1,00","0,00","0,00","0,00","0,00","1,00",#NULL!,"2,00","9,00",#NULL!,"4,50","4,67","4,50","5,00","6,50",#NULL!
792,"12,00",1,2,4,1,"1,00",3,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","8,00","3,00","6,00","4,67","5,00","5,00","5,00","5,00","6,75",#NULL!
805,"12,00",1,2,2,1,"1,00",2,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","5,00","4,00","8,00",#NULL!,"4,50","4,67","4,50","2,67","4,75","10,00"
830,"12,00",1,2,6,1,"1,00",2,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","1,00","7,00","2,67","4,00","4,33","4,17","3,33","5,75","8,00"
831,"12,00",1,2,6,1,"1,00",4,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","1,00","2,00","8,00","3,33","4,00","4,33","4,83","4,00","6,00",#NULL!
850,"12,00",1,2,4,1,"1,00",3,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","3,00","3,00","8,00",#NULL!,"4,25","4,67","3,83","3,67","5,25",#NULL!
239,"14,00",2,4,2,#NULL!,#NULL!,2,"0,00","0,00","1,00","1,00","1,00","0,00","0,00",#NULL!,"3,00","6,00","3,33","4,25","2,67","4,17","4,33","6,50","16,00"
337,"14,00",2,4,2,#NULL!,#NULL!,2,"0,00","0,00","0,00","1,00","1,00","0,00",#NULL!,"3,00",#NULL!,"16,00","3,67","4,50","5,00","3,83","3,67","4,50","5,00"
439,"14,00",2,3,2,#NULL!,#NULL!,4,"0,00","0,00","0,00","1,00","0,00","0,00",#NULL!,#NULL!,#NULL!,"17,00",#NULL!,"4,50","5,00","3,50","4,00","4,50",#NULL!
518,"12,00",2,2,2,#NULL!,#NULL!,4,"0,00","0,00","0,00","1,00","0,00","0,00","1,00","12,00","2,00",#NULL!,#NULL!,"3,75","4,67","4,17",#NULL!,"6,75","12,00"
572,"15,00",2,4,2,#NULL!,#NULL!,2,"0,00","0,00","1,00","1,00","1,00","0,00","0,00","8,00","3,00","23,00","4,33","3,25","4,33","3,83","4,00","5,50",#NULL!
612,"15,00",2,1,4,#NULL!,#NULL!,4,"0,00","1,00","0,00","1,00","0,00","0,00",#NULL!,#NULL!,#NULL!,"2,00",#NULL!,"3,00",#NULL!,#NULL!,"3,00",#NULL!,"4,00"
668,"14,00",2,3,4,#NULL!,#NULL!,2,"1,00","0,00","0,00","0,00","0,00","0,00","1,00","2,00","2,00","5,00",#NULL!,"3,25","3,67",#NULL!,#NULL!,"3,75","4,00"
677,"12,00",2,2,4,#NULL!,#NULL!,4,"0,00","1,00","1,00","1,00","1,00","0,00","1,00","6,00","5,00","10,00","4,00",#NULL!,"4,00",#NULL!,"3,00","6,00",#NULL!
703,"11,00",2,1,2,#NULL!,#NULL!,3,"0,00","1,00","0,00","1,00","1,00","0,00","0,00","4,00","3,00","9,00",#NULL!,#NULL!,"3,00","3,50",#NULL!,"6,75","15,00"
707,"11,00",2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
729,"12,00",2,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
738,"11,00",2,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
745,"14,00",2,3,4,#NULL!,#NULL!,3,"1,00","1,00","0,00","1,00","1,00","0,00","0,00","1,00","4,00","10,00","4,00","5,00","4,67","4,17","4,67","5,75","12,00"
219,"14,00",1,4,2,#NULL!,#NULL!,4,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","10,00","3,00","11,00","4,00","3,75","4,33","4,17","2,67","6,50","2,00"
226,"11,00",1,1,5,#NULL!,#NULL!,6,"1,00","0,00","0,00","0,00","0,00","1,00","1,00","1,00","3,00","15,00","4,33",#NULL!,"5,00",#NULL!,#NULL!,"2,75","5,00"
255,"11,00",1,1,2,#NULL!,#NULL!,3,"0,00","1,00","0,00","1,00","1,00","0,00","1,00","4,00","4,00","17,00","4,00","3,50","3,67","4,00",#NULL!,"5,25","6,00"
290,"14,00",1,3,4,#NULL!,#NULL!,2,"0,00","0,00","0,00","1,00","1,00","0,00","0,00","12,00","2,00","12,00","4,00","4,00","4,00","4,00","3,33","4,25","9,00"
316,"14,00",1,4,2,#NULL!,#NULL!,4,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","6,00","5,00","19,00","3,67","4,50","4,67","4,17","4,00","5,75",#NULL!
470,"14,00",1,4,2,#NULL!,#NULL!,2,"1,00","0,00","0,00","1,00","1,00","0,00","0,00","6,00","3,00","9,00","3,33","3,50","3,00",#NULL!,"3,67",#NULL!,#NULL!
537,"14,00",1,4,2,#NULL!,#NULL!,3,"0,00","0,00","1,00","1,00","1,00","0,00","1,00","12,00","4,00","15,00","3,33","4,50","4,67","4,33","4,00","5,50","3,00"
654,"13,00",1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
823,"13,00",1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"3,33","4,00","4,00","3,67","3,33","5,75",#NULL!
826,"11,00",1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
